路线编号,所在行政区划代码,路线名称,路段起止名称_起点名称,路段起止名称_止点名称,路段起止桩号_起点桩号,路段起止桩号_止点桩号,里程（公里）,路段基本属性_技术等级_代码,路段基本属性_技术等级_等级,路段基本属性_是否一幅高速,路段基本属性_车道数量(个),路段基本属性_面层类型_代码,路段基本属性_面层类型_类型,路段基本属性_路基宽度(米),路段基本属性_路面宽度(米),路段基本属性_面层厚度(厘米),路段基本属性_设计时速,路段基本属性_抗震等级,路段基本属性_防洪标准,修建改建_修建年度,修建改建_改建年度,最近一次修复养护年度,断链类型,是否城管路段,是否断头路段,收费路段性质,被重复主线_路线编号,被重复主线_起点桩号,被重复主线_终点桩号,被重复主线_是否长链,养护管理情况（公里）_养护里程,养护管理情况（公里）_可绿化里程,养护管理情况（公里）_已绿化里程,地貌,涵洞数量（个）,管养单位名称,省际出入口,国道调整前路线编号,是否按干线公路管理接养,备注
G1012,230882,建三江—黑瞎子岛,七星二分场75队,富锦/同江界,22.435,78.069,55.634,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,120,<0.05或6度以下,100.0,2015.0,,,0,否,否,还贷,,,,,55.634,55.634,55.634,平原,0,北大荒集团建抚高速公路, ,G1012,是,
G1012,230881,建三江—黑瞎子岛,富锦/同江界,同江/抚远界,78.069,124.8,46.731,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,120,<0.05或6度以下,100.0,2015.0,,,0,否,否,还贷,,,,,46.731,46.731,46.731,平原,0,北大荒集团建抚高速公路, ,G1012,是,
G1012,230883,建三江—黑瞎子岛,同江/抚远界,前哨/抚远界,124.8,188.99,64.19,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,120,<0.05或6度以下,100.0,2015.0,,,0,否,否,还贷,,,,,64.19,64.19,64.19,平原,0,北大荒集团建抚高速公路, ,G1012,是,
G1012,230883,建三江—黑瞎子岛,前哨/抚远界,抚乌公路,188.99,238.408,49.418,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,80,0.05或6度,100.0,2015.0,,,0,否,否,还贷,,,,,49.418,49.418,49.418,平原,3,养护科技佳木斯分公司, ,G1012,是,
G1015,230781,铁力—科右中旗,铁力,K3+209,0.0,3.209,3.209,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230781,铁力—科右中旗,K3+209,K29+210,3.209,29.207,25.998,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230781,铁力—科右中旗,K29+210,K55+210,29.207,55.206,25.999,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230781,铁力—科右中旗,K55+210,铁通界,55.206,80.366,25.16,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230128,铁力—科右中旗,铁通界,K101+370,80.366,101.366,21.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230128,铁力—科右中旗,K101+370,K122+370,101.366,122.366,21.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230128,铁力—科右中旗,K122+370,K143+370,122.366,143.366,21.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230128,铁力—科右中旗,K143+370,通方界,143.366,163.936,20.57,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230124,铁力—科右中旗,通方界,K180+172,163.936,180.168,16.232,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230124,铁力—科右中旗,K180+172,重复路段终,180.168,190.212,10.044,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230124,铁力—科右中旗,重复路段终,方延界,190.212,209.257,19.045,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230129,铁力—科右中旗,方延界,K229+335,209.257,227.313,18.056,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230129,铁力—科右中旗,K229+335,K240+102,227.313,238.084,10.771,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230129,铁力—科右中旗,K240+102,延寿,238.084,240.385,2.301,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230129,铁力—科右中旗,延寿,延尚界,240.385,266.687,26.302,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,延尚界,K265,266.687,280.827,14.14,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,K265,重复路段始,280.827,283.612,2.785,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,重复路段始,重复路段终,283.612,283.923,0.311,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,重复路段终,三中门口,283.923,287.798,3.875,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,三中门口,K271,287.798,288.17,0.372,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,K271,k306+172,288.17,306.17,18.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230183,铁力—科右中旗,k306+172,尚志五常界,306.17,324.375,18.205,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,尚志五常界,小山子镇入口,324.375,338.499,14.124,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,小山子镇入口,小山子镇出口,338.499,340.582,2.083,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,小山子镇出口,K357+586,340.582,357.582,17.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,K357+586,五常镇入口,357.582,375.106,17.524,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,五常镇入口,铁道口,375.106,378.875,3.769,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,铁道口,立交桥,378.875,379.247,0.372,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1015,230184,铁力—科右中旗,立交桥,黑吉省界,379.247,387.97,8.723,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G102,230113,北京—抚远,吉黑省界,双城/哈尔滨界,1235.656,1289.421,53.765,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,0.05或6度,50.0,1989.0,,,0,否,否,非收费,,,,,53.765,52.959,51.3,平原,42,哈尔滨市公路管理处京哈公路双城养路段,1,G102,是,
G102,230102,北京—抚远,双城/哈尔滨界,哈尔滨,1289.421,1304.904,15.483,12,二级,否,2.0,11,沥青混凝土,11.0,9.0,12,60,<0.05或6度以下,50.0,1990.0,1991.0,,0,否,否,非收费,,,,,15.483,15.251,13.161,平原,8,哈尔滨市公路管理处养路总段, ,G102,是,
G102,230103,北京—抚远,哈尔滨,靠山村,1304.904,1308.199,3.295,12,二级,否,2.0,11,沥青混凝土,11.0,9.0,12,60,0.05或6度,50.0,1990.0,,,0,是,否,非收费,,,,,3.295,3.246,2.801,平原,0,哈尔滨市交通运输局市城建局, ,G102,否,
G102,230102,北京—抚远,靠山村,前进村,1308.199,1332.987,24.788,11,一级,否,4.0,11,沥青混凝土,45.0,40.0,12,80,0.05或6度,100.0,2016.0,,,0,是,否,非收费,,,,,24.788,24.416,21.07,平原,0,哈尔滨市交通运输局市城建局, ,近年新建,否,
G102,230103,北京—抚远,前进村,新村,1332.987,1338.362,5.375,11,一级,否,4.0,11,沥青混凝土,45.0,40.0,12,80,0.05或6度,100.0,2016.0,,,0,是,否,非收费,,,,,5.375,5.294,4.569,平原,0,哈尔滨市交通运输局市城建局, ,近年新建,否,
G102,230103,北京—抚远,新村,呼兰/巴彦界,1338.362,1343.669,5.307,12,二级,否,2.0,11,沥青混凝土,11.0,9.0,12,60,0.05或6度,50.0,1990.0,,,0,是,否,非收费,,,,,5.307,5.227,4.511,平原,0,哈尔滨市交通运输局市城建局, ,近年新建,否,
G102,230111,北京—抚远,呼兰/巴彦界,朱家立交桥南,1343.669,1348.438,4.769,11,一级,否,6.0,11,沥青混凝土,60.0,46.0,12,80,0.05或6度,100.0,1980.0,2012.0,,0,是,否,非收费,,,,,4.769,4.697,4.054,平原,0,哈尔滨市交通运输局市城建局, ,G222,否,
G102,230111,北京—抚远,朱家立交桥南,朱家立交桥北,1348.438,1349.021,0.583,11,一级,否,6.0,11,沥青混凝土,60.0,46.0,10,80,0.05或6度,100.0,1980.0,2012.0,,0,是,否,非收费,,,,,0.583,0.583,0.583,平原,0,哈尔滨市交通运输局市城建局, ,G222,否,
G102,230111,北京—抚远,朱家立交桥北,裕田村,1349.021,1349.534,0.513,11,一级,否,6.0,11,沥青混凝土,60.0,46.0,10,80,0.05或6度,100.0,1980.0,2012.0,,0,是,否,非收费,,,,,0.513,0.513,0.513,平原,0,哈尔滨市交通运输局市城建局, ,G222,否,
G102,230111,北京—抚远,裕田村,呼兰河大桥东,1349.534,1356.551,7.017,11,一级,否,4.0,11,沥青混凝土,24.0,20.0,10,80,0.05或6度,100.0,1980.0,2012.0,,0,是,否,非收费,,,,,7.017,7.017,6.368,平原,2,哈尔滨市交通运输局市城建局, ,G222,否,
G102,230111,北京—抚远,呼兰河大桥东,公铁立交桥一级止,1356.551,1361.235,4.684,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,10,80,0.05或6度,50.0,2006.0,,,0,是,否,非收费,,,,,4.684,4.684,4.053,平原,0,哈尔滨市交通运输局市城建局, ,S101,否,
G102,230111,北京—抚远,公铁立交桥一级止,呼兰总段/龙西界,1361.235,1369.0,7.765,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,10,80,0.10、0.15或7度,50.0,2006.0,2021.0,,0,否,否,非收费,,,,,7.765,7.765,7.765,平原,0,黑龙江省国道西部工程项目管理有限公司, ,S101,是,
G102,230111,北京—抚远,呼兰总段/龙西界,呼兰/巴彦,1369.0,1405.674,36.674,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,10,80,0.10、0.15或7度,50.0,2006.0,,,0,否,否,非收费,,,,,36.674,36.674,36.674,平原,23,呼兰养路总段分段, ,S101,是,
G102,230126,北京—抚远,呼兰/巴彦,巴彦/木兰界,1405.674,1439.563,33.889,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,12,80,0.05或6度,50.0,2006.0,,,0,否,否,非收费,,,,,33.889,33.381,32.317,平原,28,巴彦县公路发展中心, ,S101,是,
G102,230127,北京—抚远,巴彦/木兰界,庆木公路岔道口,1439.563,1471.428,31.865,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,0.05或6度,50.0,2006.0,2019.0,,0,否,否,非收费,,,,,31.865,31.387,31.312,平原,37,木兰县公路事业发展中心, ,S101,是,
G102,230127,北京—抚远,庆木公路岔道口,富家屯岔道口,1471.428,1484.693,13.265,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,0.05或6度,50.0,2006.0,2019.0,,0,否,否,非收费,,,,,13.265,13.066,12.85,平原,14,木兰县公路事业发展中心, ,S101,是,
G102,230127,北京—抚远,富家屯岔道口,京抚公路岔道口,1484.693,1486.871,2.178,11,一级,否,4.0,11,沥青混凝土,24.5,23.0,12,80,0.05或6度,100.0,2016.0,,,0,否,否,非收费,,,,,2.178,2.145,2.02,微丘,1,木兰县公路事业发展中心, ,S101,是,
G102,230127,北京—抚远,京抚公路岔道口,木兰/通河界,1486.871,1494.847,7.976,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,0.05或6度,50.0,2006.0,2019.0,,0,否,否,非收费,,,,,7.976,7.856,7.795,平原,6,木兰县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,木兰/通河界,岔林村,1494.847,1535.204,40.357,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,22,80,<0.05或6度以下,50.0,2006.0,,,0,否,否,非收费,,,,,40.357,40.357,40.357,平原,36,通河县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,岔林村,五公里,1535.204,1544.134,8.93,11,一级,否,4.0,11,沥青混凝土,25.5,22.0,11,80,0.20、0.30或8度,100.0,2006.0,2022.0,,0,否,否,非收费,,,,,8.93,8.93,8.93,山岭,32,通河县公路事业发展中心, ,近年新建,是,
G102,230128,北京—抚远,五公里,335.647,1544.134,1569.206,25.072,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,<0.05或6度以下,50.0,1980.0,2011.0,,0,否,否,非收费,,,,,25.072,25.072,25.072,平原,28,通河县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,335.647,337.101,1569.206,1570.66,1.454,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,24,60,<0.05或6度以下,50.0,1980.0,2017.0,,0,否,否,非收费,,,,,1.454,1.454,1.454,平原,0,通河县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,337.101,356.848,1570.66,1590.408,19.748,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,<0.05或6度以下,50.0,1980.0,2011.0,,0,否,否,非收费,,,,,19.748,19.748,19.748,平原,23,通河县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,356.848,358.348,1590.408,1591.908,1.5,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,24,60,<0.05或6度以下,50.0,1980.0,2017.0,,0,否,否,非收费,,,,,1.5,1.5,1.5,平原,1,通河县公路事业发展中心, ,S101,是,
G102,230128,北京—抚远,358.348,通河/依兰界,1591.908,1606.122,14.214,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,<0.05或6度以下,50.0,1980.0,2011.0,,0,否,否,非收费,,,,,14.214,14.214,14.214,平原,23,通河县公路事业发展中心, ,S101,是,
G102,230123,北京—抚远,通河/依兰界,依兰/八机部,1606.122,1607.804,1.682,12,二级,否,2.0,12,水泥混凝土,12.0,10.0,22,80,0.10、0.15或7度,50.0,1968.0,2011.0,,0,否,否,非收费,,,,,1.682,1.657,1.657,平原,0,依兰县公路事业发展中心, ,S101,是,
G102,230123,北京—抚远,依兰/八机部,依兰/汤原界,1607.804,1641.282,33.478,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,40,0.10、0.15或7度,50.0,1968.0,2011.0,,0,否,否,非收费,,,,,33.478,32.976,32.976,平原,60,依兰县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,依兰/汤原界,兰香雅居 小区,1641.282,1660.902,19.62,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,19.62,19.277,19.277,平原,21,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,兰香雅居 小区,香兰铁道口,1660.902,1661.369,0.467,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,0.467,0.467,0.467,平原,0,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,香兰铁道口,香兰镇出口,1661.369,1662.423,1.054,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,1.054,1.036,1.036,平原,0,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,香兰镇出口,双河村,1662.423,1664.312,1.889,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,1.889,1.856,1.856,平原,0,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,双河村,爬坡道起点,1664.312,1666.262,1.95,12,二级,否,2.0,12,水泥混凝土,12.0,10.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,1.95,1.4,1.4,平原,1,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,爬坡道起点,爬坡道终点,1666.262,1667.587,1.325,12,二级,否,2.0,12,水泥混凝土,13.5,12.0,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,1.325,1.302,1.302,平原,1,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,爬坡道终点,南向阳出口,1667.587,1675.47,7.883,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1969.0,2011.0,,0,否,否,非收费,,,,,7.883,7.745,7.745,平原,6,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,南向阳出口,南向阳,1675.47,1676.656,1.186,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,22,60,0.05或6度,50.0,1969.0,2001.0,,0,否,否,非收费,,,,,1.186,1.165,1.165,微丘,1,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,南向阳,西大桥,1676.656,1679.954,3.298,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,12,80,0.05或6度,50.0,1969.0,2017.0,,0,否,否,非收费,,,,,3.298,3.298,3.241,微丘,4,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,西大桥,东大桥村,1679.954,1681.754,1.8,11,一级,否,6.0,11,沥青混凝土,28.0,22.0,12,60,0.10、0.15或7度,100.0,2013.0,2017.0,,0,否,否,非收费,,,,,1.8,1.8,1.769,平原,3,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,东大桥村,石油公司,1681.754,1684.514,2.76,11,一级,否,6.0,11,沥青混凝土,32.0,26.0,12,60,0.10、0.15或7度,100.0,2013.0,2017.0,,0,否,否,非收费,,,,,2.76,2.76,2.712,平原,0,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,石油公司,汤原镇出口,1684.514,1686.579,2.065,11,一级,否,6.0,11,沥青混凝土,28.0,22.0,12,60,0.10、0.15或7度,100.0,2013.0,2017.0,,0,否,否,非收费,,,,,2.065,2.065,2.029,平原,1,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,汤原镇出口,吉城村,1686.579,1693.489,6.91,11,一级,否,4.0,11,沥青混凝土,25.5,22.0,12,80,0.10、0.15或7度,100.0,1980.0,2019.0,,0,否,否,非收费,,,,,6.91,4.92,4.92,微丘,13,汤原县公路事业发展中心, ,S101,是,
G102,230828,北京—抚远,吉城村,汤原/佳木斯界,1693.489,1704.022,10.533,11,一级,否,4.0,11,沥青混凝土,25.5,22.0,12,80,0.10、0.15或7度,100.0,1980.0,2019.0,,0,否,否,非收费,,,,,10.533,10.349,10.349,微丘,25,汤原县公路事业发展中心, ,S101,是,
G102,230801,北京—抚远,汤原/佳木斯界,长胜村,1704.022,1718.592,14.57,11,一级,否,4.0,11,沥青混凝土,25.5,22.0,12,80,0.05或6度,100.0,1996.0,2019.0,,0,否,否,非收费,,,,,14.57,14.57,14.57,平原,9,佳木斯市公路养护站, ,S101,是,
G102,230801,北京—抚远,长胜村,松花江大桥,1718.592,1723.001,4.409,11,一级,否,4.0,11,沥青混凝土,20.0,19.0,22,60,0.05或6度,100.0,2001.0,2022.0,,0,否,否,还贷,,,,,4.409,4.409,4.409,平原,0,养护科技佳木斯分公司, ,G11,是,
G102,230811,北京—抚远,松花江大桥,佳木斯/鹤佳养护工区终点,1723.001,1723.304,0.303,11,一级,否,4.0,11,沥青混凝土,20.0,17.5,22,60,0.05或6度,100.0,2001.0,2022.0,,0,否,否,还贷,,,,,0.303,0.303,0.303,平原,0,养护科技佳木斯分公司, ,G11,是,
G102,230811,北京—抚远,佳木斯/鹤佳养护工区终点,环路口,1723.304,1724.067,0.763,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,12,100,0.05或6度,100.0,1970.0,2000.0,,0,否,否,非收费,,,,,0.763,0.763,0.0,平原,0,佳木斯市公路养护站, ,G201,是,
G102,230811,北京—抚远,环路口,长青入口,1724.067,1726.315,2.248,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,22,100,0.05或6度,100.0,1958.0,2000.0,,0,否,否,非收费,,,,,2.248,2.248,1.664,平原,0,佳木斯市公路养护站, ,G201,是,
G102,230801,北京—抚远,长青入口,松江加油站,1726.315,1736.738,10.423,11,一级,否,4.0,11,沥青混凝土,30.0,28.0,12,80,0.05或6度,100.0,1992.0,,,0,是,否,非收费,,,,,10.423,10.149,10.149,平原,0,佳木斯市交通运输局市城建局, ,G221,否,
G102,230801,北京—抚远,松江加油站,飞机场,1736.738,1738.089,1.351,11,一级,否,4.0,11,沥青混凝土,30.0,28.0,11,80,0.05或6度,100.0,1992.0,2021.0,,0,否,否,非收费,,,,,1.351,1.351,1.071,平原,0,黑龙江省国道东部工程项目管理有限公司, ,G221,是,
G102,230801,北京—抚远,飞机场,大坝交叉道口,1738.089,1741.453,3.364,11,一级,否,4.0,11,沥青混凝土,21.5,20.0,12,80,0.05或6度,100.0,1992.0,2019.0,,0,否,否,非收费,,,,,3.364,3.364,3.364,平原,0,佳木斯市公路养护站, ,G221,是,
G102,230801,北京—抚远,大坝交叉道口,水稻研究所,1741.453,1742.215,0.762,11,一级,否,4.0,11,沥青混凝土,25.5,24.0,12,80,0.05或6度,100.0,1992.0,2019.0,,0,否,否,非收费,,,,,0.762,0.762,0.762,平原,0,佳木斯市公路养护站, ,G221,是,
G102,230801,北京—抚远,水稻研究所,西太平村道口,1742.215,1744.725,2.51,11,一级,否,4.0,11,沥青混凝土,25.5,24.0,12,80,0.05或6度,100.0,1992.0,2019.0,,0,否,否,非收费,,,,,2.51,2.51,2.51,平原,3,佳木斯市公路养护站, ,G221,是,
G102,230801,北京—抚远,西太平村道口,建国镇东,1744.725,1746.757,2.032,11,一级,否,4.0,11,沥青混凝土,26.5,25.5,12,80,0.05或6度,100.0,1992.0,2019.0,,0,否,否,非收费,,,,,2.032,2.032,2.032,平原,1,佳木斯市公路养护站, ,G221,是,
G102,230801,北京—抚远,建国镇东,佳木斯/桦川界,1746.757,1749.759,3.002,11,一级,否,4.0,11,沥青混凝土,25.5,24.0,12,80,0.05或6度,100.0,1992.0,2019.0,,0,否,否,非收费,,,,,3.002,3.002,3.002,平原,4,佳木斯市公路养护站, ,G221,是,
